chr		start	end	strand	pvalue	qvalue	meth.diff
NW_016094543.1	NW_016094543.1.205956.205956	205956	205956	-	8.82E-21	3.42E-19	-41.04065869
NW_016094543.1	NW_016094543.1.205999.205999	205999	205999	-	7.13E-18	1.98E-16	-29.67032967
NW_016094543.1	NW_016094543.1.206003.206003	206003	206003	-	1.57E-13	2.65E-12	-29.93948961
NW_016094543.1	NW_016094543.1.206015.206015	206015	206015	-	4.17E-18	1.20E-16	-21.87242197
NW_016094548.1	NW_016094548.1.165209.165209	165209	165209	-	3.89E-07	2.56E-06	-20.38479547
NW_016094548.1	NW_016094548.1.364039.364039	364039	364039	-	4.32E-33	6.23E-31	-32.34392653
NW_016094548.1	NW_016094548.1.364043.364043	364043	364043	-	2.83E-25	1.83E-23	-29.37728938
NW_016094548.1	NW_016094548.1.364073.364073	364073	364073	-	2.45E-30	2.78E-28	-32.30873091
NW_016094552.1	NW_016094552.1.18952.18952	18952	18952	+	4.52E-28	3.97E-26	-35.98836343
NW_016094552.1	NW_016094552.1.18967.18967	18967	18967	+	4.59E-24	2.63E-22	-31.76466091
NW_016094552.1	NW_016094552.1.18999.18999	18999	18999	+	1.83E-11	2.34E-10	-24.59535937
NW_016094552.1	NW_016094552.1.19023.19023	19023	19023	+	2.32E-12	3.38E-11	-21.94623656
NW_016094558.1	NW_016094558.1.139444.139444	139444	139444	-	2.84E-08	2.26E-07	-23.00460728
NW_016094561.1	NW_016094561.1.7911.7911	7911	7911	+	1.03E-18	3.17E-17	-30.70810481
NW_016094566.1	NW_016094566.1.66015.66015	66015	66015	+	4.82E-14	8.70E-13	-25.22892528
NW_016094566.1	NW_016094566.1.66048.66048	66048	66048	+	3.01E-18	8.73E-17	-33.56984603
NW_016094566.1	NW_016094566.1.66082.66082	66082	66082	+	9.16E-08	6.68E-07	-23.68738819
NW_016094566.1	NW_016094566.1.227060.227060	227060	227060	-	1.38E-24	8.36E-23	-24.09560724
NW_016094567.1	NW_016094567.1.107137.107137	107137	107137	+	1.46E-12	2.18E-11	-29.60219392
NW_016094567.1	NW_016094567.1.107188.107188	107188	107188	+	2.65E-08	2.12E-07	-21.27742539
NW_016094569.1	NW_016094569.1.174135.174135	174135	174135	-	3.09E-18	8.97E-17	-27.19651821
NW_016094569.1	NW_016094569.1.174168.174168	174168	174168	-	4.08E-12	5.71E-11	-20.63226585
NW_016094572.1	NW_016094572.1.96498.96498	96498	96498	+	7.31E-47	4.00E-44	-26.93804827
NW_016094573.1	NW_016094573.1.14079.14079	14079	14079	-	1.04E-29	1.11E-27	-36.56096728
NW_016094573.1	NW_016094573.1.14088.14088	14088	14088	-	1.89E-14	3.54E-13	-28.4466741
NW_016094573.1	NW_016094573.1.14104.14104	14104	14104	-	8.39E-34	1.31E-31	-39.58638658
NW_016094573.1	NW_016094573.1.14114.14114	14114	14114	-	1.84E-17	4.90E-16	-26.42479282
NW_016094573.1	NW_016094573.1.134682.134682	134682	134682	+	8.68E-22	3.74E-20	-29.00381896
NW_016094576.1	NW_016094576.1.48591.48591	48591	48591	+	1.93E-24	1.16E-22	-30.12092597
NW_016094576.1	NW_016094576.1.48642.48642	48642	48642	+	6.73E-12	9.15E-11	-22.77056749
NW_016094583.1	NW_016094583.1.92078.92078	92078	92078	-	1.96E-15	4.13E-14	-26.34412777
NW_016094583.1	NW_016094583.1.92113.92113	92113	92113	-	5.17E-33	7.33E-31	-36.76670668
NW_016094583.1	NW_016094583.1.92143.92143	92143	92143	-	8.18E-24	4.50E-22	-21.85362939
NW_016094583.1	NW_016094583.1.213912.213912	213912	213912	-	1.51E-18	4.54E-17	-20.33059521
NW_016094583.1	NW_016094583.1.228222.228222	228222	228222	-	2.13E-27	1.69E-25	-44.79068303
NW_016094587.1	NW_016094587.1.221525.221525	221525	221525	-	5.88E-11	6.98E-10	-23.31819932
NW_016094588.1	NW_016094588.1.154701.154701	154701	154701	-	2.37E-10	2.60E-09	-22.0898164
NW_016094588.1	NW_016094588.1.154718.154718	154718	154718	-	1.79E-22	8.53E-21	-26.56832986
NW_016094589.1	NW_016094589.1.205352.205352	205352	205352	+	3.58E-09	3.31E-08	-23.7593985
NW_016094590.1	NW_016094590.1.331520.331520	331520	331520	-	6.16E-12	8.43E-11	22.96639781
NW_016094591.1	NW_016094591.1.31072.31072	31072	31072	-	1.49E-13	2.53E-12	-22.23797119
NW_016094591.1	NW_016094591.1.31095.31095	31095	31095	-	4.53E-09	4.12E-08	-20.2482312
NW_016094591.1	NW_016094591.1.312487.312487	312487	312487	+	1.75E-08	1.44E-07	21.45920959
NW_016094591.1	NW_016094591.1.312494.312494	312494	312494	+	0.000000013	1.10E-07	21.65539485
NW_016094591.1	NW_016094591.1.312502.312502	312502	312502	+	8.63E-09	7.48E-08	23.69959088
NW_016094593.1	NW_016094593.1.24056.24056	24056	24056	-	2.93E-15	5.98E-14	22.03491471
NW_016094593.1	NW_016094593.1.24067.24067	24067	24067	-	4.16E-14	7.57E-13	24.46393509
NW_016094593.1	NW_016094593.1.24084.24084	24084	24084	-	3.33E-20	1.22E-18	25.22007289
NW_016094594.1	NW_016094594.1.185850.185850	185850	185850	+	9.00E-14	1.57E-12	31.63407543
NW_016094594.1	NW_016094594.1.185859.185859	185859	185859	+	3.58E-07	2.38E-06	21.47491755
NW_016094594.1	NW_016094594.1.185862.185862	185862	185862	+	5.01E-07	0.000003226	21.86927398
NW_016094602.1	NW_016094602.1.224240.224240	224240	224240	+	3.53E-15	7.15E-14	-27.64622546
NW_016094602.1	NW_016094602.1.224306.224306	224306	224306	+	4.53E-21	1.81E-19	-32.93171465
NW_016094602.1	NW_016094602.1.224320.224320	224320	224320	-	3.24E-17	8.30E-16	-27.54026233
NW_016094602.1	NW_016094602.1.224324.224324	224324	224324	-	2.10E-09	2.01E-08	-23.50552509
NW_016094602.1	NW_016094602.1.224344.224344	224344	224344	-	3.11E-10	3.34E-09	-20.52184602
NW_016094602.1	NW_016094602.1.247948.247948	247948	247948	+	5.54E-16	1.24E-14	-21.66315806
NW_016094602.1	NW_016094602.1.282368.282368	282368	282368	-	7.63E-21	2.98E-19	-35.91613211
NW_016094602.1	NW_016094602.1.282371.282371	282371	282371	-	1.25E-21	5.30E-20	-36.68554807
NW_016094602.1	NW_016094602.1.282374.282374	282374	282374	-	6.05E-29	5.74E-27	-41.86643836
NW_016094602.1	NW_016094602.1.282399.282399	282399	282399	-	2.43E-25	1.58E-23	-38.50470211
NW_016094604.1	NW_016094604.1.140882.140882	140882	140882	-	3.75E-14	6.85E-13	-28.93587332
NW_016094604.1	NW_016094604.1.140911.140911	140911	140911	-	3.24E-17	8.31E-16	-20.79858993
NW_016094604.1	NW_016094604.1.140940.140940	140940	140940	-	5.11E-20	1.83E-18	-28.52831135
NW_016094604.1	NW_016094604.1.147646.147646	147646	147646	+	4.16E-30	4.64E-28	-41.9570711
NW_016094604.1	NW_016094604.1.147673.147673	147673	147673	+	5.18E-12	7.14E-11	-26.80273332
NW_016094604.1	NW_016094604.1.147689.147689	147689	147689	+	1.91E-06	1.11E-05	-20.07182761
NW_016094604.1	NW_016094604.1.147764.147764	147764	147764	+	9.74E-11	1.13E-09	-21.17868507
NW_016094604.1	NW_016094604.1.147765.147765	147765	147765	-	2.43E-09	2.31E-08	-21.21812017
NW_016094604.1	NW_016094604.1.172014.172014	172014	172014	+	3.13E-11	3.87E-10	-25.51264525
NW_016094604.1	NW_016094604.1.172036.172036	172036	172036	+	3.47E-14	6.37E-13	-29.39878478
NW_016094604.1	NW_016094604.1.172091.172091	172091	172091	+	4.04E-07	2.65E-06	-23.83721946
NW_016094606.1	NW_016094606.1.308036.308036	308036	308036	-	4.38E-18	1.25E-16	-29.87532026
NW_016094606.1	NW_016094606.1.308042.308042	308042	308042	-	1.65E-14	3.11E-13	-28.45255706
NW_016094606.1	NW_016094606.1.308086.308086	308086	308086	-	2.24E-25	1.46E-23	-36.63859995
NW_016094617.1	NW_016094617.1.162357.162357	162357	162357	-	4.61E-18	1.31E-16	-40.78269126
NW_016094617.1	NW_016094617.1.162365.162365	162365	162365	-	1.24E-25	8.36E-24	-46.89705882
NW_016094617.1	NW_016094617.1.162369.162369	162369	162369	-	1.36E-17	3.65E-16	-36.42718447
NW_016094617.1	NW_016094617.1.162375.162375	162375	162375	-	1.42E-22	6.84E-21	-46.84746585
NW_016094617.1	NW_016094617.1.162395.162395	162395	162395	-	1.04E-19	3.58E-18	-27.99462986
NW_016094619.1	NW_016094619.1.18270.18270	18270	18270	+	4.15E-10	4.40E-09	-21.85941228
NW_016094619.1	NW_016094619.1.34230.34230	34230	34230	+	2.03E-38	5.00E-36	-23.50627198
NW_016094619.1	NW_016094619.1.34248.34248	34248	34248	+	1.35E-22	6.49E-21	-20.75654677
NW_016094619.1	NW_016094619.1.34250.34250	34250	34250	+	3.09E-37	7.03E-35	-26.58973385
NW_016094620.1	NW_016094620.1.125927.125927	125927	125927	+	6.33E-10	6.53E-09	-27.37936671
NW_016094620.1	NW_016094620.1.125970.125970	125970	125970	+	5.72E-21	2.27E-19	-46.76692822
NW_016094620.1	NW_016094620.1.125984.125984	125984	125984	+	8.55E-13	1.31E-11	-34.20970266
NW_016094624.1	NW_016094624.1.110993.110993	110993	110993	+	1.33E-08	1.12E-07	-23.09677419
NW_016094626.1	NW_016094626.1.189765.189765	189765	189765	+	7.45E-42	2.43E-39	-23.12261344
NW_016094626.1	NW_016094626.1.189766.189766	189766	189766	-	2.63E-18	7.67E-17	-20.28481569
NW_016094637.1	NW_016094637.1.76399.76399	76399	76399	+	3.84E-44	1.62E-41	-21.08405658
NW_016094637.1	NW_016094637.1.76443.76443	76443	76443	+	3.90E-35	7.06E-33	-20.34254537
NW_016094638.1	NW_016094638.1.83124.83124	83124	83124	+	4.29E-09	3.92E-08	-21.01939017
NW_016094638.1	NW_016094638.1.83135.83135	83135	83135	+	2.98E-13	4.85E-12	-29.32417756
NW_016094638.1	NW_016094638.1.83140.83140	83140	83140	+	6.03E-14	1.07E-12	-31.2506078
NW_016094638.1	NW_016094638.1.83155.83155	83155	83155	+	2.76E-21	1.13E-19	-32.56566426
NW_016094638.1	NW_016094638.1.83163.83163	83163	83163	+	6.10E-12	8.35E-11	-26.01754775
NW_016094638.1	NW_016094638.1.126556.126556	126556	126556	-	2.44E-08	1.96E-07	-23.03678021
NW_016094638.1	NW_016094638.1.126561.126561	126561	126561	-	5.83E-08	4.41E-07	-22.96692414
NW_016094638.1	NW_016094638.1.126579.126579	126579	126579	-	1.15E-11	1.50E-10	-21.58138344
NW_016094642.1	NW_016094642.1.147283.147283	147283	147283	-	1.45E-12	2.16E-11	-20.83069164
NW_016094642.1	NW_016094642.1.147290.147290	147290	147290	-	2.65E-16	6.18E-15	-22.8182159
NW_016094642.1	NW_016094642.1.147310.147310	147310	147310	-	2.94E-35	5.41E-33	-29.62572617
NW_016094648.1	NW_016094648.1.115108.115108	115108	115108	+	6.23E-16	1.39E-14	24.42737732
NW_016094648.1	NW_016094648.1.115113.115113	115113	115113	+	9.20E-18	2.53E-16	23.52295609
NW_016094648.1	NW_016094648.1.115138.115138	115138	115138	+	2.00E-22	9.45E-21	37.85097906
NW_016094650.1	NW_016094650.1.112429.112429	112429	112429	+	1.91E-09	1.83E-08	-24.08997955
NW_016094657.1	NW_016094657.1.144380.144380	144380	144380	+	5.85E-13	9.18E-12	-25.18939394
NW_016094657.1	NW_016094657.1.144405.144405	144405	144405	+	1.23E-11	1.61E-10	-23.85970601
NW_016094660.1	NW_016094660.1.163165.163165	163165	163165	-	1.65E-06	9.70E-06	20.38248321
NW_016094661.1	NW_016094661.1.54506.54506	54506	54506	-	1.82E-11	2.33E-10	-33.46381747
NW_016094661.1	NW_016094661.1.54511.54511	54511	54511	-	7.32E-11	8.59E-10	-24.00871181
NW_016094662.1	NW_016094662.1.70541.70541	70541	70541	+	2.97E-18	8.63E-17	-35.07836636
NW_016094662.1	NW_016094662.1.70544.70544	70544	70544	+	3.39E-14	6.24E-13	-27.54661237
NW_016094662.1	NW_016094662.1.70546.70546	70546	70546	+	4.58E-15	9.21E-14	-26.73492155
NW_016094662.1	NW_016094662.1.219037.219037	219037	219037	-	3.45E-12	4.90E-11	27.63453937
NW_016094662.1	NW_016094662.1.219057.219057	219057	219057	-	8.41E-22	3.63E-20	32.46323065
NW_016094662.1	NW_016094662.1.219062.219062	219062	219062	-	4.44E-15	8.94E-14	20.65164068
NW_016094662.1	NW_016094662.1.219084.219084	219084	219084	-	1.54E-14	2.93E-13	27.16522225
NW_016094662.1	NW_016094662.1.219095.219095	219095	219095	-	8.18E-19	2.56E-17	24.08869315
NW_016094663.1	NW_016094663.1.49150.49150	49150	49150	+	8.01E-19	2.51E-17	-24.34150824
NW_016094663.1	NW_016094663.1.49176.49176	49176	49176	+	4.52E-14	8.19E-13	-20.67632421
NW_016094663.1	NW_016094663.1.49180.49180	49180	49180	+	3.79E-17	9.65E-16	-24.64428236
NW_016094663.1	NW_016094663.1.62438.62438	62438	62438	+	2.51E-32	3.44E-30	-23.04619116
NW_016094664.1	NW_016094664.1.96887.96887	96887	96887	+	3.10E-10	3.34E-09	-21.6493908
NW_016094671.1	NW_016094671.1.30303.30303	30303	30303	-	1.29E-19	4.39E-18	-21.94085768
NW_016094671.1	NW_016094671.1.55791.55791	55791	55791	+	3.87E-26	2.75E-24	-27.30897638
NW_016094671.1	NW_016094671.1.55847.55847	55847	55847	+	9.18E-15	1.78E-13	-23.33179314
NW_016094671.1	NW_016094671.1.55850.55850	55850	55850	+	1.19E-11	1.55E-10	-21.14179564
NW_016094671.1	NW_016094671.1.55852.55852	55852	55852	+	7.25E-22	3.15E-20	-26.24000916
NW_016094671.1	NW_016094671.1.134015.134015	134015	134015	+	1.00E-25	6.84E-24	-36.67735043
NW_016094671.1	NW_016094671.1.134018.134018	134018	134018	+	2.22E-15	4.65E-14	-29.67463567
NW_016094671.1	NW_016094671.1.134030.134030	134030	134030	+	5.17E-18	1.47E-16	-33.35137512
NW_016094671.1	NW_016094671.1.134037.134037	134037	134037	+	3.85E-13	6.19E-12	-27.55287648
NW_016094671.1	NW_016094671.1.134044.134044	134044	134044	+	3.68E-24	2.14E-22	-36.18644068
NW_016094671.1	NW_016094671.1.134071.134071	134071	134071	+	6.12E-19	1.94E-17	-32.47226075
NW_016094671.1	NW_016094671.1.134085.134085	134085	134085	+	7.40E-24	4.12E-22	-38.81003584
NW_016094671.1	NW_016094671.1.151422.151422	151422	151422	+	2.85E-29	2.85E-27	-36.70988922
NW_016094673.1	NW_016094673.1.131351.131351	131351	131351	-	8.91E-12	1.19E-10	-25.75526996
NW_016094673.1	NW_016094673.1.131379.131379	131379	131379	-	3.96E-31	4.75E-29	-37.85408328
NW_016094673.1	NW_016094673.1.142075.142075	142075	142075	+	3.16E-17	8.10E-16	27.34419533
NW_016094673.1	NW_016094673.1.142093.142093	142093	142093	+	3.47E-14	6.37E-13	26.47205038
NW_016094673.1	NW_016094673.1.142121.142121	142121	142121	+	2.03E-13	3.37E-12	29.54794106
NW_016094675.1	NW_016094675.1.31366.31366	31366	31366	-	1.16E-22	5.62E-21	-43.84214445
NW_016094675.1	NW_016094675.1.82855.82855	82855	82855	-	6.37E-11	7.52E-10	-23.24310019
NW_016094675.1	NW_016094675.1.199710.199710	199710	199710	+	1.31E-12	1.97E-11	-27.81725888
NW_016094677.1	NW_016094677.1.22828.22828	22828	22828	-	4.57E-19	1.47E-17	-20.4030674
NW_016094677.1	NW_016094677.1.22872.22872	22872	22872	-	1.37E-29	1.44E-27	-26.18684025
NW_016094677.1	NW_016094677.1.22896.22896	22896	22896	-	6.04E-22	2.67E-20	-25.7519576
NW_016094677.1	NW_016094677.1.224813.224813	224813	224813	+	1.02E-11	1.34E-10	-22.13516554
NW_016094680.1	NW_016094680.1.101348.101348	101348	101348	+	3.82E-46	1.80E-43	-39.94276747
NW_016094680.1	NW_016094680.1.101375.101375	101375	101375	+	6.23E-17	1.54E-15	-25.07720344
NW_016094687.1	NW_016094687.1.178955.178955	178955	178955	+	5.09E-22	2.27E-20	-27.31465547
NW_016094687.1	NW_016094687.1.178972.178972	178972	178972	+	1.21E-25	8.16E-24	-29.32776322
NW_016094689.1	NW_016094689.1.137876.137876	137876	137876	+	2.70E-24	1.60E-22	-23.32628612
NW_016094696.1	NW_016094696.1.190627.190627	190627	190627	+	7.60E-09	6.64E-08	20.9360596
NW_016094697.1	NW_016094697.1.41165.41165	41165	41165	-	2.89E-06	1.61E-05	-22.47745358
NW_016094697.1	NW_016094697.1.122810.122810	122810	122810	+	1.26E-07	9.02E-07	25.27038179
NW_016094698.1	NW_016094698.1.98989.98989	98989	98989	-	2.12E-18	6.26E-17	-27.93808271
NW_016094698.1	NW_016094698.1.99007.99007	99007	99007	-	1.83E-13	3.07E-12	-21.75561097
NW_016094700.1	NW_016094700.1.19191.19191	19191	19191	+	3.37E-09	3.14E-08	22.74297469
NW_016094700.1	NW_016094700.1.55000.55000	55000	55000	-	1.23E-12	1.85E-11	-22.40427531
NW_016094700.1	NW_016094700.1.61384.61384	61384	61384	-	5.83E-23	2.89E-21	-29.07186885
NW_016094700.1	NW_016094700.1.61402.61402	61402	61402	-	9.66E-24	5.26E-22	-22.00075287
NW_016094700.1	NW_016094700.1.179747.179747	179747	179747	+	3.72E-07	2.46E-06	-26.61072261
NW_016094703.1	NW_016094703.1.17163.17163	17163	17163	-	1.78E-52	1.53E-49	-43.96969562
NW_016094707.1	NW_016094707.1.188911.188911	188911	188911	-	4.95E-11	5.93E-10	-30.67298754
NW_016094709.1	NW_016094709.1.188991.188991	188991	188991	+	1.62E-32	2.24E-30	-28.80519379
NW_016094711.1	NW_016094711.1.181137.181137	181137	181137	+	4.29E-09	3.92E-08	21.33293215
NW_016094711.1	NW_016094711.1.192678.192678	192678	192678	-	9.27E-09	8.01E-08	-27.41705485
NW_016094716.1	NW_016094716.1.26574.26574	26574	26574	+	1.08E-12	1.65E-11	31.60280626
NW_016094719.1	NW_016094719.1.119389.119389	119389	119389	-	3.90E-34	6.27E-32	-44.37636466
NW_016094719.1	NW_016094719.1.119402.119402	119402	119402	-	2.05E-51	1.65E-48	-48.99627236
NW_016094719.1	NW_016094719.1.119432.119432	119432	119432	-	2.50E-43	9.40E-41	-44.68437427
NW_016094721.1	NW_016094721.1.22729.22729	22729	22729	-	1.04E-91	4.17E-88	-25.07598693
NW_016094721.1	NW_016094721.1.22743.22743	22743	22743	-	5.50E-159	1.33E-154	-23.66664373
NW_016094722.1	NW_016094722.1.50086.50086	50086	50086	+	7.09E-09	6.24E-08	22.13512505
NW_016094722.1	NW_016094722.1.50096.50096	50096	50096	+	3.29E-11	4.05E-10	26.00910039
NW_016094722.1	NW_016094722.1.50138.50138	50138	50138	+	1.23E-19	4.21E-18	35.27497773
NW_016094722.1	NW_016094722.1.73688.73688	73688	73688	+	1.27E-12	1.92E-11	30.64713065
NW_016094722.1	NW_016094722.1.73711.73711	73711	73711	+	5.50E-15	1.09E-13	30.75146313
NW_016094722.1	NW_016094722.1.73719.73719	73719	73719	+	9.00E-16	1.96E-14	30.35027801
NW_016094724.1	NW_016094724.1.129779.129779	129779	129779	-	5.22E-11	6.24E-10	-24.73294567
NW_016094726.1	NW_016094726.1.50752.50752	50752	50752	+	5.06E-16	1.14E-14	-26.12533312
NW_016094728.1	NW_016094728.1.55352.55352	55352	55352	+	1.95E-10	2.16E-09	-21.25906289
NW_016094730.1	NW_016094730.1.89947.89947	89947	89947	+	1.38E-09	1.35E-08	-21.27831504
NW_016094736.1	NW_016094736.1.164033.164033	164033	164033	-	1.82E-13	3.05E-12	28.36326787
NW_016094736.1	NW_016094736.1.164055.164055	164055	164055	-	9.26E-09	0.00000008	20.98682388
NW_016094736.1	NW_016094736.1.164083.164083	164083	164083	-	6.31E-09	0.000000056	22.06888298
NW_016094739.1	NW_016094739.1.138695.138695	138695	138695	+	5.75E-08	4.35E-07	-22.11336153
NW_016094748.1	NW_016094748.1.163631.163631	163631	163631	+	5.44E-14	9.78E-13	25.52616875
NW_016094748.1	NW_016094748.1.163643.163643	163643	163643	+	2.24E-14	4.17E-13	26.96294307
NW_016094751.1	NW_016094751.1.42409.42409	42409	42409	+	0.000000028	2.23E-07	-22.21596191
NW_016094762.1	NW_016094762.1.38686.38686	38686	38686	+	2.76E-20	1.02E-18	-24.0497691
NW_016094762.1	NW_016094762.1.81170.81170	81170	81170	-	3.12E-13	5.06E-12	-30.00665155
NW_016094762.1	NW_016094762.1.81173.81173	81173	81173	-	1.57E-12	2.34E-11	-29.62875197
NW_016094762.1	NW_016094762.1.81188.81188	81188	81188	-	5.22E-16	1.18E-14	-34.3827775
NW_016094762.1	NW_016094762.1.81206.81206	81206	81206	-	2.63E-17	6.82E-16	-33.2358156
NW_016094762.1	NW_016094762.1.81217.81217	81217	81217	-	1.18E-18	3.61E-17	-34.50632395
NW_016094762.1	NW_016094762.1.81235.81235	81235	81235	-	1.38E-18	4.17E-17	-33.47336083
NW_016094764.1	NW_016094764.1.62187.62187	62187	62187	+	1.06E-09	1.06E-08	-20.22623645
NW_016094764.1	NW_016094764.1.122829.122829	122829	122829	+	2.56E-29	2.61E-27	-30.29207862
NW_016094764.1	NW_016094764.1.122878.122878	122878	122878	+	6.76E-11	7.96E-10	-21.19565217
NW_016094764.1	NW_016094764.1.168096.168096	168096	168096	+	4.12E-22	1.85E-20	30.83192282
NW_016094776.1	NW_016094776.1.26267.26267	26267	26267	+	3.58E-19	1.16E-17	25.22455584
NW_016094779.1	NW_016094779.1.15587.15587	15587	15587	-	2.44E-11	3.06E-10	-28.33461342
NW_016094787.1	NW_016094787.1.121790.121790	121790	121790	+	7.68E-19	2.41E-17	-22.45085903
NW_016094787.1	NW_016094787.1.121865.121865	121865	121865	+	1.30E-26	9.62E-25	-22.15983277
NW_016094788.1	NW_016094788.1.21748.21748	21748	21748	-	1.97E-15	4.15E-14	-25.68542569
NW_016094788.1	NW_016094788.1.21751.21751	21751	21751	-	2.18E-22	1.02E-20	-33.45543346
NW_016094788.1	NW_016094788.1.21780.21780	21780	21780	-	4.07E-16	9.30E-15	-30.8513354
NW_016094808.1	NW_016094808.1.19073.19073	19073	19073	+	1.97E-13	3.28E-12	-22.89749716
NW_016094808.1	NW_016094808.1.38271.38271	38271	38271	+	5.64E-14	1.01E-12	-29.34013082
NW_016094808.1	NW_016094808.1.63690.63690	63690	63690	+	2.42E-10	2.65E-09	23.11266447
NW_016094823.1	NW_016094823.1.139713.139713	139713	139713	-	4.91E-30	5.45E-28	-27.6500877
NW_016094825.1	NW_016094825.1.146628.146628	146628	146628	-	7.46E-14	1.31E-12	22.76941784
NW_016094828.1	NW_016094828.1.105921.105921	105921	105921	+	7.42E-18	2.06E-16	-21.62859075
NW_016094843.1	NW_016094843.1.82304.82304	82304	82304	-	1.72E-18	5.15E-17	-28.28861231
NW_016094843.1	NW_016094843.1.82315.82315	82315	82315	-	2.86E-41	8.96E-39	-35.69568219
NW_016094845.1	NW_016094845.1.37653.37653	37653	37653	-	9.91E-07	6.04E-06	-21.76470588
NW_016094852.1	NW_016094852.1.94383.94383	94383	94383	-	3.86E-17	9.81E-16	-29.64929988
NW_016094854.1	NW_016094854.1.118607.118607	118607	118607	+	2.68E-06	1.51E-05	-22.94543064
NW_016094861.1	NW_016094861.1.22472.22472	22472	22472	-	6.00E-14	1.07E-12	-27.21122329
NW_016094861.1	NW_016094861.1.22506.22506	22506	22506	-	4.33E-36	8.69E-34	-41.92929864
NW_016094866.1	NW_016094866.1.10903.10903	10903	10903	-	0.000000197	1.37E-06	22.16091382
NW_016094874.1	NW_016094874.1.69473.69473	69473	69473	+	1.62E-08	1.34E-07	-20.52203891
NW_016094880.1	NW_016094880.1.23060.23060	23060	23060	-	5.53E-14	9.93E-13	-25.13189761
NW_016094880.1	NW_016094880.1.98084.98084	98084	98084	+	5.45E-10	5.68E-09	-21.65984919
NW_016094892.1	NW_016094892.1.114231.114231	114231	114231	-	1.10E-13	1.90E-12	-28.97830018
NW_016094892.1	NW_016094892.1.114235.114235	114235	114235	-	1.87E-20	7.08E-19	-30.57237023
NW_016094892.1	NW_016094892.1.114248.114248	114248	114248	-	1.63E-14	3.09E-13	-30.34874608
NW_016094892.1	NW_016094892.1.114298.114298	114298	114298	-	4.44E-23	2.25E-21	-31.93174653
NW_016094902.1	NW_016094902.1.82589.82589	82589	82589	+	6.32E-10	6.52E-09	-20.55368059
NW_016094908.1	NW_016094908.1.1790.1790	1790	1790	-	2.62E-19	8.62E-18	-21.84486108
NW_016094917.1	NW_016094917.1.99710.99710	99710	99710	-	1.28E-08	0.000000108	-26.58642889
NW_016094952.1	NW_016094952.1.4344.4344	4344	4344	-	4.14E-06	2.24E-05	-22.22222222
NW_016094952.1	NW_016094952.1.37394.37394	37394	37394	+	2.13E-10	2.35E-09	-22.78043351
NW_016094952.1	NW_016094952.1.53855.53855	53855	53855	-	3.54E-14	6.49E-13	-24.40508237
NW_016094952.1	NW_016094952.1.56974.56974	56974	56974	-	1.91E-09	1.84E-08	-20.75777036
NW_016094982.1	NW_016094982.1.17069.17069	17069	17069	+	4.57E-35	8.22E-33	-34.56888853
NW_016094982.1	NW_016094982.1.18343.18343	18343	18343	-	1.18E-24	7.22E-23	-39.46514673
NW_016094982.1	NW_016094982.1.37912.37912	37912	37912	-	4.85E-18	1.38E-16	-30.71484071
NW_016094982.1	NW_016094982.1.37939.37939	37939	37939	-	2.02E-21	8.41E-20	-30.38922156
NW_016094997.1	NW_016094997.1.2213.2213	2213	2213	+	2.67E-20	9.93E-19	-26.30698821
NW_016094999.1	NW_016094999.1.28554.28554	28554	28554	+	7.97E-26	5.47E-24	-41.5032407
NW_016094999.1	NW_016094999.1.28594.28594	28594	28594	+	1.67E-17	4.45E-16	-36.5923615
NW_016095010.1	NW_016095010.1.12435.12435	12435	12435	+	2.31E-15	4.80E-14	-23.32352362
NW_016095010.1	NW_016095010.1.74343.74343	74343	74343	+	2.03E-15	4.26E-14	28.09549072
NW_016095010.1	NW_016095010.1.74358.74358	74358	74358	+	1.77E-12	2.61E-11	26.46859083
NW_016095010.1	NW_016095010.1.74365.74365	74365	74365	+	1.35E-08	0.000000113	20.92577317
NW_016095010.1	NW_016095010.1.74377.74377	74377	74377	+	1.15E-08	9.85E-08	20.51286783
NW_016095015.1	NW_016095015.1.9160.9160	9160	9160	+	6.21E-14	1.10E-12	-26.52076134
NW_016095034.1	NW_016095034.1.65062.65062	65062	65062	-	7.42E-10	7.57E-09	-22.6113249
NW_016095037.1	NW_016095037.1.64481.64481	64481	64481	-	1.22E-09	1.21E-08	20.54542669
NW_016095069.1	NW_016095069.1.54938.54938	54938	54938	+	2.65E-08	2.12E-07	-23.38704172
NW_016095069.1	NW_016095069.1.54970.54970	54970	54970	+	4.61E-12	6.41E-11	-34.23157302
NW_016095088.1	NW_016095088.1.53266.53266	53266	53266	+	5.93E-21	2.35E-19	-28.69372623
NW_016095088.1	NW_016095088.1.53291.53291	53291	53291	+	2.42E-19	8.00E-18	-27.76355334
NW_016095088.1	NW_016095088.1.53300.53300	53300	53300	+	1.99E-13	3.31E-12	-22.90166862
NW_016095114.1	NW_016095114.1.47013.47013	47013	47013	+	4.39E-18	1.26E-16	-22.34052132
NW_016095114.1	NW_016095114.1.47036.47036	47036	47036	+	4.75E-19	1.52E-17	-24.31851696
NW_016095122.1	NW_016095122.1.50199.50199	50199	50199	-	3.47E-32	4.65E-30	-22.50494983
NW_016095155.1	NW_016095155.1.25481.25481	25481	25481	+	1.40E-22	6.75E-21	-35.95803896
NW_016095156.1	NW_016095156.1.41862.41862	41862	41862	-	1.10E-14	2.11E-13	-26.35877636
